idParroquia;nomParroquia ;idCanton 
898;SABANILLA;195
899;TIMBARA;195
900;SAN CARLOS DE LAS MINAS;195
901;ZUMBA;196
902;CHITO;196
903;EL CHORRO;196
904;LA CHONTA;196
905;PUCAPAMBA;196
906;SAN ANDRES;196
907;GUAYZIMI;197
908;ZURMI;197
909;NUEVO PARAISO;197
910;28 DE MAYO (SAN JOSE DE YACUAMBI);198
911;LA PAZ;198
912;TUTUPALI;198
913;YANTZAZA (YANZATZA);199
914;CHICAÑA;199
915;LOS ENCUENTROS;199
916;EL PANGUI;200
917;EL GUISME ;200
918;PACHICUTZA;200
919;TUNDAYME;200
920;ZUMBI;201
921;PALANDA;202
922;EL PORVENIR DEL CARMEN;202
923;SAN FRANCISCO DEL VERGEL;202
924;VALLADOLID;202
925;LA CANELA;202
926;PAQUISHA;203
927;BELLAVISTA;203
928;NUEVO QUITO;203
929;PUERTO BAQUERIZO MORENO;204
930;EL PROGRESO;204
931;ISLA SANTA MARIA (FLOREANA) (CAB. EN  PTO. VELASCO IBARRA);204
932;PUERTO VILLAMIL;205
933;TOMAS DE BERLANGA (SANTO TOMAS);205
934;PUERTO AYORA;206
935;BELLAVISTA;206
936;SANTA ROSA (INCLUYE LA ISLA BALTRA);206
937;NUEVA LOJA;207
938;DURENO;207
939;GENERAL FARFAN;207
940;EL ENO;207
941;PACAYACU;207
942;JAMBELI;207
943;SANTA CECILIA;207
944;LUMBAQUI;208
945;EL REVENTADOR   ;208
946;GONZALO PIZARRO ;208
947;PUERTO LIBRE;208
948;PUERTO EL CARMEN DEL PUTUMAYO;209
949;PALMA ROJA;209
950;PUERTO BOLIVAR (PUERTO MONTUFAR);209
951;PUERTO RODRIGUEZ;209
952;SANTA ELENA;209
953;SHUSHUFINDI;210
954;LIMONCOCHA;210
955;PAÑACOCHA;210
956;SAN ROQUE (CAB. EN SAN VICENTE);210
957;SAN PEDRO DE LOS COFANES;210
958;SIETE DE JULIO;210
959;LA BONITA;211
960;EL PLAYON DE SAN FRANCISCO;211
961;LA SOFIA;211
962;ROSA FLORIDA;211
963;SANTA BARBARA;211
964;EL DORADO DE CASCALES;212
965;SANTA ROSA DE SUCUMBIOS;212
966;SEVILLA;212
967;TARAPOA ;213
968;CUYABENO;213
969;AGUAS NEGRAS;213
970;PUERTO FRANCISCO DE ORELLANA (EL COCA);214
971;DAYUMA;214
972;TARACOA (CAB. EN NUEVA ESPERANZA: YUCA);214
973;ALEJANDRO LABAKA;214
974;EL DORADO;214
975;EL EDEN;214
976;GARCIA MORENO;214
977;INES ARANGO (CAB. EN WESTERN);214
978;LA BELLEZA;214
979;NUEVO PARAISO (CAB. EN UNIÓN CHIMBORAZO);214
980;SAN JOSE DE GUAYUSA;214
981;SAN LUIS DE ARMENIA;214
982;NUEVO ROCAFUERTE;215
983;CAPITAN AUGUSTO RIVADENEYRA;215
984;CONONACO;215
985;SANTA MARIA DE HUIRIRIMA;215
986;TIPUTINI;215
987;YASUNI;215
988;LA JOYA DE LOS SACHAS;216
989;ENOKANQUI ;216
990;POMPEYA;216
991;SAN CARLOS;216
992;SAN SEBASTIAN DEL COCA;216
993;LAGO SAN PEDRO;216
994;RUMIPAMBA;216
995;TRES DE NOVIEMBRE;216
996;UNION MILAGREÑA;216
997;LORETO;217
998;AVILA (CAB. EN HUIRUNO) ;217
999;PUERTO MURIALDO;217
1000;SAN JOSE DE PAYAMINO;217
1001;SAN JOSE DE DAHUANO;217
1002;SAN VICENTE DE HUATICOCHA;217
1003;SANTO DOMINGO DE LOS COLORADOS;218
1004;ALLURIQUIN;218
1005;PUERTO LIMON;218
1006;LUZ DE AMERICA ;218
1007;SAN JACINTO DEL BUA;218
1008;VALLE HERMOSO;218
1009;EL ESFUERZO;218
1010;SANTA MARIA DEL TOACHI;218
1011;SANTA ELENA;219
1012;ATAHUALPA;219
1013;COLONCHE;219
1014;CHANDUY;219
1015;MANGLARALTO;219
1016;SIMON BOLIVAR (JULIO MORENO);219
1017;SAN JOSE DE ANCON;219
1018;LA LIBERTAD;220
1019;SALINAS;221
1020;ANCONCITO;221
1021;JOSE LUIS TAMAYO (MUEY);221
1022;LAS GOLONDRINAS;222
1023;MANGA DEL CURA;223
1024;EL PIEDRERO;224
